sex,age,race,education,workclass,occupation,salary-class
Male,52,White,Bachelors,Private,Exec-managerial,>50K
Male,29,White,Assoc-voc,Self-emp-not-inc,Farming-fishing,<=50K
Male,49,White,Some-college,Private,Exec-managerial,>50K
Female,31,White,Some-college,Private,Other-service,<=50K
Male,47,White,HS-grad,Private,Craft-repair,<=50K
Male,51,White,HS-grad,Self-emp-not-inc,Craft-repair,<=50K
Female,27,White,HS-grad,Private,Sales,<=50K
Male,23,White,Bachelors,Private,Exec-managerial,<=50K
Male,55,White,HS-grad,Private,Prof-specialty,<=50K
Male,28,White,Some-college,Private,Exec-managerial,>50K
Female,31,White,Bachelors,Local-gov,Prof-specialty,<=50K
Male,30,Black,HS-grad,Private,Transport-moving,<=50K
Male,23,White,Bachelors,Private,Prof-specialty,<=50K
Male,19,White,HS-grad,Private,Sales,<=50K
Male,22,White,Some-college,Private,Sales,<=50K
Female,50,White,HS-grad,Private,Other-service,<=50K
Male,21,White,HS-grad,Private,Other-service,<=50K
Male,75,White,Some-college,Self-emp-inc,Sales,>50K
Male,29,Asian-Pac-Islander,HS-grad,Private,Machine-op-inspct,<=50K
Male,47,White,Some-college,Private,Craft-repair,>50K
Male,20,White,HS-grad,Private,Machine-op-inspct,<=50K
Male,33,White,HS-grad,Private,Other-service,<=50K
Male,45,Asian-Pac-Islander,Doctorate,Private,Prof-specialty,>50K
Female,41,White,Assoc-voc,Private,Prof-specialty,<=50K
Male,23,White,HS-grad,Private,Machine-op-inspct,<=50K
Male,38,White,Bachelors,Private,Adm-clerical,>50K
Male,67,White,Some-college,State-gov,Protective-serv,>50K
Male,21,White,Some-college,Private,Tech-support,<=50K
Male,38,White,Some-college,Private,Prof-specialty,<=50K
Male,31,White,HS-grad,Private,Craft-repair,<=50K
Male,59,White,Some-college,Self-emp-not-inc,Sales,<=50K
Male,36,White,HS-grad,Private,Other-service,<=50K
Male,50,White,Some-college,Local-gov,Prof-specialty,<=50K
Male,60,White,10th,Self-emp-inc,Craft-repair,<=50K
Male,30,White,Masters,Private,Exec-managerial,>50K
Male,28,White,Bachelors,Self-emp-inc,Sales,<=50K
Male,36,White,Some-college,Private,Craft-repair,>50K
Male,27,White,HS-grad,Private,Other-service,<=50K
Female,18,White,12th,Private,Other-service,<=50K
Male,44,White,Some-college,Local-gov,Exec-managerial,>50K
Male,56,Black,7th-8th,Private,Other-service,<=50K
Male,51,Black,Bachelors,Self-emp-inc,Protective-serv,>50K
Male,48,White,Bachelors,Private,Prof-specialty,>50K
Male,31,White,Assoc-voc,Private,Prof-specialty,<=50K
Male,35,White,Assoc-voc,Private,Transport-moving,<=50K
Male,35,White,HS-grad,Private,Handlers-cleaners,<=50K
Male,36,White,Some-college,Private,Craft-repair,<=50K
Male,47,White,Assoc-acdm,Self-emp-not-inc,Craft-repair,<=50K
Male,23,White,Some-college,Private,Other-service,<=50K
Female,21,Black,Some-college,Private,Sales,<=50K
Female,49,Black,Some-college,Private,Exec-managerial,<=50K
Male,51,White,Prof-school,Self-emp-inc,Prof-specialty,>50K
Male,46,White,Assoc-voc,Private,Craft-repair,<=50K
Male,31,White,HS-grad,Private,Farming-fishing,<=50K
Male,27,White,HS-grad,Private,Machine-op-inspct,<=50K
Male,48,White,Some-college,Private,Craft-repair,<=50K
Female,30,Black,Some-college,Private,Adm-clerical,<=50K
Male,29,White,Bachelors,Local-gov,Prof-specialty,<=50K
Female,50,White,Masters,Federal-gov,Exec-managerial,<=50K
Male,18,Black,HS-grad,Private,Transport-moving,<=50K
Male,37,White,HS-grad,Private,Exec-managerial,>50K
Male,51,White,HS-grad,Self-emp-not-inc,Sales,>50K
Male,31,White,HS-grad,Private,Craft-repair,<=50K
Male,29,Black,Assoc-voc,Private,Tech-support,>50K
Male,39,White,10th,Private,Craft-repair,<=50K
Male,48,Black,Some-college,Private,Sales,>50K
Male,44,White,Bachelors,Private,Sales,>50K
Male,39,White,10th,Private,Machine-op-inspct,<=50K
Male,22,White,11th,Local-gov,Handlers-cleaners,<=50K
Male,42,White,9th,Private,Craft-repair,<=50K
Female,18,White,HS-grad,Private,Sales,<=50K
Female,27,White,Some-college,Private,Sales,<=50K
Female,51,Black,10th,Private,Machine-op-inspct,<=50K
Male,27,White,Some-college,Self-emp-not-inc,Exec-managerial,<=50K
Male,60,White,11th,Self-emp-not-inc,Farming-fishing,<=50K
Male,36,White,1st-4th,Private,Handlers-cleaners,<=50K
Male,45,Asian-Pac-Islander,Bachelors,Private,Exec-managerial,>50K
Male,40,White,HS-grad,Private,Sales,>50K
Male,63,White,Some-college,Private,Prof-specialty,>50K
Male,41,Black,HS-grad,Private,Transport-moving,<=50K
Female,34,White,HS-grad,Private,Transport-moving,<=50K
Male,34,White,Some-college,Private,Adm-clerical,<=50K
Female,31,White,Bachelors,Private,Adm-clerical,>50K
Female,22,White,Assoc-acdm,State-gov,Prof-specialty,<=50K
Male,49,White,Some-college,Private,Exec-managerial,>50K
Male,36,White,Prof-school,Private,Prof-specialty,>50K
Male,27,White,Bachelors,Private,Tech-support,<=50K
Male,52,White,HS-grad,Self-emp-not-inc,Farming-fishing,>50K
Male,29,Black,HS-grad,Private,Other-service,<=50K
Male,27,White,10th,Private,Machine-op-inspct,<=50K
Female,42,White,HS-grad,Private,Other-service,<=50K
Female,49,White,Bachelors,Self-emp-not-inc,Sales,<=50K
Male,24,White,Some-college,Private,Craft-repair,<=50K
Male,22,White,HS-grad,Private,Sales,<=50K
Male,30,White,Bachelors,Self-emp-not-inc,Sales,<=50K
Male,28,White,Some-college,Private,Other-service,<=50K
Male,20,White,Assoc-voc,Private,Other-service,<=50K
Male,45,White,Prof-school,Self-emp-inc,Prof-specialty,>50K
Female,39,White,HS-grad,Private,Sales,>50K
Male,43,White,Prof-school,Private,Prof-specialty,<=50K
Female,18,White,HS-grad,Private,Sales,<=50K
Male,53,White,HS-grad,Private,Machine-op-inspct,<=50K
Male,74,White,Some-college,Private,Sales,>50K
Male,39,Asian-Pac-Islander,Bachelors,Private,Prof-specialty,>50K
Male,49,White,HS-grad,Private,Craft-repair,>50K
Male,21,White,10th,Private,Handlers-cleaners,<=50K
Male,39,White,HS-grad,Private,Craft-repair,>50K
Male,49,White,Assoc-voc,Private,Sales,<=50K
Male,47,White,Bachelors,Private,Exec-managerial,>50K
Male,46,White,HS-grad,Self-emp-not-inc,Exec-managerial,<=50K
Male,29,Asian-Pac-Islander,Assoc-voc,Private,Craft-repair,>50K
Female,61,White,HS-grad,Self-emp-not-inc,Prof-specialty,<=50K
Female,48,White,Some-college,Private,Exec-managerial,<=50K
Male,44,White,9th,Private,Craft-repair,<=50K
Male,37,White,Bachelors,Self-emp-inc,Craft-repair,<=50K
Male,45,White,Some-college,Private,Sales,<=50K
Male,51,White,Bachelors,Self-emp-not-inc,Prof-specialty,>50K
Female,33,White,Bachelors,Local-gov,Exec-managerial,<=50K
Female,55,White,Bachelors,Self-emp-not-inc,Prof-specialty,<=50K
Female,25,White,Some-college,Private,Other-service,<=50K
Male,26,Asian-Pac-Islander,HS-grad,Private,Farming-fishing,<=50K
Male,54,White,HS-grad,Private,Exec-managerial,>50K
Female,38,White,HS-grad,Private,Sales,<=50K
Female,39,White,Masters,Local-gov,Prof-specialty,>50K
Male,20,White,Some-college,State-gov,Prof-specialty,<=50K
Female,30,White,HS-grad,Private,Adm-clerical,<=50K
Male,29,Other,HS-grad,Federal-gov,Adm-clerical,<=50K
Female,42,White,HS-grad,Private,Handlers-cleaners,<=50K
Male,24,White,Assoc-acdm,Private,Adm-clerical,<=50K
Male,36,White,HS-grad,Private,Machine-op-inspct,>50K
Male,60,Asian-Pac-Islander,Masters,Private,Adm-clerical,>50K
Male,42,White,HS-grad,Private,Farming-fishing,<=50K
Male,42,White,10th,Private,Craft-repair,<=50K
Female,46,White,HS-grad,Private,Machine-op-inspct,<=50K
Female,52,White,Masters,State-gov,Exec-managerial,>50K
Female,43,Black,Some-college,Private,Adm-clerical,<=50K
Female,43,White,Bachelors,State-gov,Prof-specialty,<=50K
Male,27,White,11th,Private,Craft-repair,<=50K
Male,52,White,Masters,Local-gov,Exec-managerial,>50K
Male,31,White,Some-college,Private,Transport-moving,<=50K
Female,44,Black,9th,Private,Other-service,<=50K
Female,27,White,Some-college,Private,Prof-specialty,<=50K
Male,50,White,Some-college,Private,Exec-managerial,<=50K
Female,23,White,Some-college,Private,Tech-support,<=50K
Female,22,Black,Some-college,Private,Adm-clerical,<=50K
Female,36,White,Some-college,State-gov,Exec-managerial,<=50K
Female,24,White,Bachelors,Private,Tech-support,<=50K
Male,59,White,Some-college,Private,Sales,>50K
Male,39,White,Assoc-voc,Private,Craft-repair,>50K
Male,23,White,Bachelors,Private,Exec-managerial,<=50K
Female,37,White,Bachelors,Private,Prof-specialty,<=50K
Female,25,Black,Assoc-acdm,Local-gov,Adm-clerical,<=50K
Female,40,White,HS-grad,Private,Craft-repair,<=50K
Male,38,Asian-Pac-Islander,Bachelors,State-gov,Prof-specialty,>50K
Male,31,White,HS-grad,Private,Other-service,<=50K
Female,28,White,Doctorate,Local-gov,Prof-specialty,<=50K
Male,24,Black,HS-grad,Private,Sales,<=50K
Male,46,White,Assoc-acdm,Local-gov,Protective-serv,>50K
Female,29,Asian-Pac-Islander,HS-grad,Private,Machine-op-inspct,<=50K
Male,38,White,Prof-school,Federal-gov,Prof-specialty,>50K
Female,53,Black,Some-college,Private,Exec-managerial,<=50K
Female,33,White,HS-grad,Private,Tech-support,>50K
Male,44,White,HS-grad,Private,Machine-op-inspct,<=50K
Male,46,White,Bachelors,Private,Prof-specialty,>50K
Male,30,White,Bachelors,Private,Sales,<=50K
Male,24,White,Some-college,Private,Sales,<=50K
Female,29,White,HS-grad,Private,Adm-clerical,<=50K
Male,62,White,Some-college,Self-emp-not-inc,Exec-managerial,<=50K
Male,25,White,HS-grad,Private,Exec-managerial,<=50K
Male,45,White,Some-college,Private,Other-service,<=50K
Male,21,White,Some-college,Private,Craft-repair,<=50K
Male,64,White,Some-college,Federal-gov,Transport-moving,>50K
Male,39,White,Bachelors,Private,Tech-support,<=50K
Male,60,White,HS-grad,Private,Sales,<=50K
Male,35,White,HS-grad,Private,Tech-support,<=50K
Male,27,White,Bachelors,Private,Tech-support,<=50K
Male,41,White,HS-grad,Private,Craft-repair,<=50K
Male,32,White,Masters,State-gov,Prof-specialty,<=50K
Male,24,White,HS-grad,Private,Craft-repair,<=50K
Male,32,White,Bachelors,Private,Craft-repair,>50K
Male,42,White,Some-college,Local-gov,Exec-managerial,>50K
Female,58,White,Masters,Private,Sales,<=50K
Male,23,Asian-Pac-Islander,Masters,Private,Prof-specialty,>50K
Male,31,Amer-Indian-Eskimo,HS-grad,Federal-gov,Farming-fishing,<=50K
Female,37,White,Bachelors,Private,Prof-specialty,>50K
Male,19,White,HS-grad,Private,Sales,<=50K
Female,27,White,Bachelors,Self-emp-not-inc,Prof-specialty,<=50K
Male,61,White,9th,Self-emp-not-inc,Sales,>50K
Male,39,White,Bachelors,Private,Prof-specialty,>50K
Male,25,Black,Bachelors,Private,Handlers-cleaners,<=50K
Male,58,White,Some-college,Private,Sales,>50K
Male,27,Other,Some-college,Self-emp-not-inc,Transport-moving,>50K
Male,51,Black,5th-6th,Private,Handlers-cleaners,<=50K
Male,43,White,Masters,Local-gov,Prof-specialty,>50K
Female,46,White,HS-grad,Private,Adm-clerical,<=50K
Male,50,White,HS-grad,Local-gov,Handlers-cleaners,<=50K
Male,20,White,HS-grad,Private,Handlers-cleaners,<=50K
Female,35,White,Bachelors,Private,Prof-specialty,>50K
Male,57,White,1st-4th,Private,Handlers-cleaners,<=50K
Female,40,Asian-Pac-Islander,Prof-school,Private,Adm-clerical,<=50K
Male,42,White,10th,Local-gov,Farming-fishing,<=50K
Male,67,White,10th,Self-emp-inc,Craft-repair,<=50K
Male,47,White,Bachelors,Private,Machine-op-inspct,>50K
Male,30,White,HS-grad,Private,Handlers-cleaners,<=50K
Female,26,White,11th,Private,Machine-op-inspct,<=50K
Male,51,White,HS-grad,Private,Craft-repair,<=50K
Female,38,Black,Some-college,Private,Other-service,<=50K
Male,24,White,HS-grad,Private,Handlers-cleaners,<=50K
Female,48,White,HS-grad,Self-emp-not-inc,Sales,<=50K
Male,70,White,Bachelors,Private,Handlers-cleaners,>50K
Male,35,White,HS-grad,Private,Craft-repair,<=50K
Male,26,White,Some-college,Private,Craft-repair,>50K
Male,64,White,HS-grad,Private,Exec-managerial,<=50K
Female,26,White,HS-grad,Private,Adm-clerical,<=50K
Male,39,White,HS-grad,Self-emp-not-inc,Transport-moving,<=50K
Female,55,White,Some-college,Private,Adm-clerical,<=50K
Male,33,White,HS-grad,Self-emp-not-inc,Craft-repair,<=50K
Male,31,White,Bachelors,Private,Exec-managerial,>50K
Male,28,White,HS-grad,Local-gov,Adm-clerical,<=50K
Male,50,White,Masters,Private,Machine-op-inspct,<=50K
Female,26,White,Bachelors,Local-gov,Prof-specialty,>50K
Female,44,Black,Assoc-acdm,Federal-gov,Adm-clerical,<=50K
Male,51,White,HS-grad,Private,Craft-repair,<=50K
Male,34,White,HS-grad,Private,Other-service,<=50K
Male,37,White,Bachelors,Private,Prof-specialty,>50K
Male,29,White,Prof-school,Private,Prof-specialty,>50K
Male,24,Black,Bachelors,Private,Prof-specialty,<=50K
Female,27,White,Assoc-voc,Private,Adm-clerical,<=50K
Male,44,White,Some-college,Private,Craft-repair,<=50K
Male,24,White,HS-grad,Private,Machine-op-inspct,<=50K
Male,54,White,HS-grad,Private,Exec-managerial,>50K
Female,47,White,Some-college,Private,Adm-clerical,>50K
Male,30,White,HS-grad,Private,Other-service,<=50K
Female,35,White,Some-college,Private,Adm-clerical,<=50K
Male,39,Black,Some-college,Federal-gov,Adm-clerical,<=50K
Female,42,Black,Assoc-acdm,Private,Adm-clerical,<=50K
Male,70,White,Bachelors,Self-emp-inc,Exec-managerial,>50K
Male,41,Asian-Pac-Islander,Prof-school,Private,Adm-clerical,<=50K
Female,36,White,HS-grad,Private,Exec-managerial,<=50K
Male,44,White,Masters,Private,Prof-specialty,>50K
Female,20,White,Some-college,Private,Transport-moving,<=50K
Male,29,White,10th,Private,Prof-specialty,<=50K
Female,27,White,HS-grad,Private,Tech-support,<=50K
Male,30,Asian-Pac-Islander,Masters,Private,Prof-specialty,>50K
Male,59,White,Some-college,Self-emp-not-inc,Farming-fishing,<=50K
Female,31,White,Bachelors,Private,Other-service,<=50K
Male,21,White,HS-grad,Private,Other-service,<=50K
Male,26,Asian-Pac-Islander,Some-college,Private,Craft-repair,<=50K
Male,57,White,HS-grad,Self-emp-inc,Sales,>50K
Male,59,White,Some-college,Self-emp-not-inc,Craft-repair,>50K
Male,25,White,Some-college,Private,Transport-moving,<=50K
Male,39,White,Masters,Private,Prof-specialty,>50K
Male,53,White,Masters,Private,Prof-specialty,>50K
Female,32,White,HS-grad,State-gov,Adm-clerical,<=50K
Male,38,White,11th,Private,Craft-repair,<=50K
Female,21,Black,Assoc-voc,Private,Adm-clerical,<=50K
Male,17,White,11th,Private,Handlers-cleaners,<=50K
Female,44,Black,11th,Private,Machine-op-inspct,<=50K
Male,23,White,Some-college,Private,Handlers-cleaners,<=50K
Female,57,White,Some-college,Private,Craft-repair,>50K
Male,30,White,11th,State-gov,Transport-moving,<=50K
Male,51,White,HS-grad,Self-emp-not-inc,Farming-fishing,<=50K
Male,54,White,HS-grad,Self-emp-not-inc,Craft-repair,<=50K
Female,44,White,Some-college,Private,Adm-clerical,<=50K
Male,60,White,Some-college,Private,Protective-serv,>50K
Male,28,White,Bachelors,Private,Sales,>50K
Male,39,White,HS-grad,Private,Machine-op-inspct,>50K
Male,55,White,Masters,Private,Prof-specialty,>50K
Female,36,White,Masters,Private,Prof-specialty,>50K
Female,55,White,Masters,Local-gov,Prof-specialty,>50K
Male,33,White,HS-grad,Private,Machine-op-inspct,>50K
Female,30,White,HS-grad,Private,Adm-clerical,>50K
Male,40,White,Bachelors,Local-gov,Prof-specialty,<=50K
Male,30,White,Masters,Private,Exec-managerial,>50K
Male,40,White,Some-college,Private,Tech-support,>50K
Female,24,White,HS-grad,Private,Transport-moving,<=50K
Male,18,White,11th,Private,Sales,<=50K
Female,18,White,HS-grad,Private,Handlers-cleaners,<=50K
Male,49,White,HS-grad,Private,Craft-repair,>50K
Male,42,White,HS-grad,Private,Craft-repair,<=50K
Male,28,White,HS-grad,Local-gov,Handlers-cleaners,<=50K
Male,32,White,Assoc-acdm,Private,Craft-repair,<=50K
Female,48,White,Some-college,Self-emp-not-inc,Sales,<=50K
Female,24,White,7th-8th,Private,Priv-house-serv,<=50K
Female,73,White,HS-grad,Self-emp-not-inc,Sales,<=50K
Male,23,White,Some-college,Private,Transport-moving,>50K
Female,19,White,Some-college,Private,Priv-house-serv,<=50K
Male,27,White,HS-grad,Private,Sales,<=50K
Male,27,White,12th,Private,Other-service,<=50K
Male,41,White,Prof-school,Self-emp-not-inc,Prof-specialty,>50K
Male,31,White,HS-grad,Private,Craft-repair,<=50K
Male,64,White,HS-grad,Self-emp-inc,Craft-repair,>50K
Male,45,White,12th,Private,Other-service,<=50K
Female,47,White,HS-grad,Private,Other-service,<=50K
Male,22,White,HS-grad,Private,Machine-op-inspct,<=50K
Female,24,Black,Bachelors,Private,Transport-moving,<=50K
Male,69,White,HS-grad,State-gov,Other-service,<=50K
Male,40,White,Assoc-voc,Self-emp-not-inc,Exec-managerial,>50K
Male,45,White,HS-grad,Private,Craft-repair,<=50K
Male,47,White,Assoc-acdm,Self-emp-not-inc,Farming-fishing,>50K
Female,31,White,HS-grad,Private,Machine-op-inspct,<=50K
Female,48,White,Assoc-acdm,Private,Exec-managerial,<=50K
Female,41,Black,Bachelors,Private,Prof-specialty,>50K
Male,34,White,Bachelors,Private,Adm-clerical,<=50K
Male,48,White,Some-college,Private,Prof-specialty,<=50K
Female,28,White,Assoc-voc,Local-gov,Prof-specialty,>50K
Female,20,White,Assoc-acdm,Private,Exec-managerial,<=50K
Male,39,Asian-Pac-Islander,Bachelors,Private,Adm-clerical,>50K
Female,40,Black,Some-college,Federal-gov,Exec-managerial,<=50K
Male,28,White,10th,Private,Transport-moving,<=50K
Female,20,White,Some-college,Private,Sales,<=50K
Male,41,Black,Bachelors,Private,Prof-specialty,<=50K
Male,49,White,Some-college,Self-emp-inc,Sales,>50K
Male,24,White,HS-grad,Private,Machine-op-inspct,<=50K
Male,35,White,HS-grad,State-gov,Protective-serv,<=50K
Male,22,White,Some-college,Private,Sales,<=50K
Female,23,White,Bachelors,Private,Other-service,<=50K
Female,23,White,HS-grad,Private,Exec-managerial,<=50K
Male,42,White,Assoc-voc,Self-emp-not-inc,Transport-moving,>50K
Male,34,White,Some-college,Private,Prof-specialty,>50K
Male,32,Black,Assoc-voc,Federal-gov,Tech-support,<=50K
Male,54,White,HS-grad,Private,Adm-clerical,>50K
Female,48,Asian-Pac-Islander,Bachelors,Private,Adm-clerical,<=50K
Male,38,White,Bachelors,Private,Prof-specialty,>50K
Female,48,White,Bachelors,State-gov,Adm-clerical,<=50K
Male,22,White,5th-6th,Private,Other-service,<=50K
Male,42,White,Bachelors,Private,Tech-support,>50K
Male,31,Asian-Pac-Islander,Doctorate,Private,Prof-specialty,<=50K
Female,27,White,HS-grad,Private,Other-service,>50K
Male,57,White,Masters,Private,Prof-specialty,>50K
Female,46,White,Assoc-voc,State-gov,Tech-support,<=50K
Male,44,White,Assoc-voc,Federal-gov,Craft-repair,>50K
Male,42,White,Some-college,Local-gov,Protective-serv,>50K
Male,24,White,Bachelors,Private,Exec-managerial,<=50K
Male,38,White,1st-4th,Private,Craft-repair,<=50K
Male,29,White,Bachelors,Private,Exec-managerial,>50K
Male,38,White,HS-grad,Private,Craft-repair,<=50K
Female,33,White,Some-college,Private,Exec-managerial,<=50K
Female,61,White,HS-grad,Private,Other-service,<=50K
Male,49,White,Assoc-voc,Local-gov,Craft-repair,>50K
Male,51,White,Assoc-acdm,Self-emp-not-inc,Exec-managerial,>50K
Female,42,Black,HS-grad,Private,Other-service,<=50K
Male,21,White,HS-grad,Private,Handlers-cleaners,<=50K
Male,54,White,Some-college,Private,Farming-fishing,<=50K
Female,23,White,Some-college,Private,Adm-clerical,<=50K
Male,52,White,10th,Private,Craft-repair,<=50K
Female,28,White,Masters,Local-gov,Prof-specialty,>50K
Male,23,White,Some-college,Private,Handlers-cleaners,<=50K
Male,43,White,HS-grad,Private,Sales,>50K
Male,45,White,Some-college,Private,Craft-repair,>50K
Male,51,White,7th-8th,Self-emp-not-inc,Exec-managerial,<=50K
Female,23,Asian-Pac-Islander,Some-college,Private,Sales,<=50K
Male,73,White,Bachelors,Self-emp-not-inc,Farming-fishing,<=50K
Female,47,White,11th,Self-emp-not-inc,Exec-managerial,<=50K
Female,26,Black,Assoc-voc,Private,Exec-managerial,<=50K
Male,40,White,HS-grad,Private,Handlers-cleaners,>50K
Male,32,White,Bachelors,Self-emp-not-inc,Sales,<=50K
Female,39,Black,10th,Private,Other-service,<=50K
Female,33,White,Bachelors,Federal-gov,Prof-specialty,<=50K
Male,35,White,HS-grad,Private,Farming-fishing,<=50K
Male,42,White,HS-grad,Private,Exec-managerial,<=50K
Male,46,White,Some-college,Private,Craft-repair,<=50K
Male,33,White,HS-grad,Private,Adm-clerical,<=50K
Male,47,White,5th-6th,Private,Machine-op-inspct,<=50K
Male,33,White,Bachelors,Private,Exec-managerial,<=50K
Female,26,White,HS-grad,Private,Adm-clerical,<=50K
Female,42,Black,Some-college,State-gov,Adm-clerical,<=50K
Male,28,White,Bachelors,Private,Prof-specialty,<=50K
Female,18,White,12th,Private,Sales,<=50K
Male,33,White,Some-college,Self-emp-not-inc,Exec-managerial,<=50K
Female,36,White,Bachelors,Private,Prof-specialty,<=50K
Male,33,White,HS-grad,Private,Protective-serv,>50K
Female,40,White,HS-grad,Private,Adm-clerical,<=50K
Male,57,White,Doctorate,Self-emp-not-inc,Sales,>50K
Male,40,White,HS-grad,Private,Transport-moving,<=50K
Male,36,White,HS-grad,Private,Tech-support,<=50K
Female,45,Black,Bachelors,Private,Adm-clerical,>50K
Male,52,White,Bachelors,Private,Exec-managerial,<=50K
Male,24,White,HS-grad,Private,Machine-op-inspct,<=50K
Female,30,White,HS-grad,Private,Adm-clerical,<=50K
Female,46,White,Doctorate,Self-emp-not-inc,Prof-specialty,<=50K
Female,36,Black,HS-grad,Private,Sales,<=50K
Female,48,White,HS-grad,Private,Exec-managerial,<=50K
Female,36,White,Assoc-voc,Private,Adm-clerical,<=50K
Male,48,White,HS-grad,Private,Transport-moving,>50K
Female,21,White,Some-college,Private,Tech-support,<=50K
Female,18,White,HS-grad,Private,Adm-clerical,<=50K
Female,38,White,Bachelors,Private,Prof-specialty,>50K
Male,36,White,Bachelors,State-gov,Protective-serv,>50K
Female,38,White,HS-grad,Private,Transport-moving,<=50K
Male,55,White,Prof-school,Self-emp-not-inc,Prof-specialty,>50K
Male,27,White,HS-grad,Private,Craft-repair,>50K
Male,22,White,Assoc-acdm,State-gov,Adm-clerical,<=50K
Male,29,White,Some-college,Private,Handlers-cleaners,<=50K
Female,40,White,Some-college,Private,Exec-managerial,<=50K
Female,21,White,Some-college,Private,Sales,<=50K
Female,49,White,HS-grad,Private,Adm-clerical,<=50K
Female,29,White,Bachelors,Private,Prof-specialty,>50K
Male,28,White,Bachelors,Private,Exec-managerial,>50K
Male,26,White,HS-grad,Private,Protective-serv,<=50K
Female,33,White,HS-grad,Private,Adm-clerical,<=50K
Male,59,White,Masters,Private,Tech-support,<=50K
Male,37,White,Assoc-voc,Private,Adm-clerical,<=50K
Male,27,White,Some-college,Private,Craft-repair,<=50K
Male,39,Asian-Pac-Islander,Masters,Private,Prof-specialty,>50K
Female,49,White,Masters,Local-gov,Prof-specialty,<=50K
Female,30,Asian-Pac-Islander,HS-grad,Private,Sales,<=50K
Female,28,Black,9th,Private,Protective-serv,<=50K
Male,25,White,Bachelors,State-gov,Protective-serv,<=50K
Male,18,White,10th,Private,Machine-op-inspct,<=50K
Male,25,White,Assoc-acdm,Private,Handlers-cleaners,<=50K
Male,36,White,Some-college,Private,Machine-op-inspct,<=50K
Male,52,White,HS-grad,Private,Machine-op-inspct,>50K
Male,25,White,HS-grad,Private,Craft-repair,<=50K
Male,26,White,Bachelors,Private,Prof-specialty,<=50K
Female,50,White,Bachelors,Private,Exec-managerial,>50K
Male,48,White,Assoc-acdm,Private,Exec-managerial,>50K
Male,39,White,HS-grad,Private,Handlers-cleaners,<=50K
Male,30,White,Bachelors,Local-gov,Prof-specialty,<=50K
Male,26,White,HS-grad,Private,Craft-repair,<=50K
Male,36,White,Some-college,Private,Craft-repair,>50K
Male,49,White,Doctorate,Private,Sales,<=50K
Male,34,White,Bachelors,Local-gov,Prof-specialty,<=50K
Male,28,Other,HS-grad,Private,Other-service,<=50K
Male,28,White,HS-grad,Self-emp-not-inc,Other-service,<=50K
Male,42,White,Some-college,Private,Craft-repair,>50K
Male,26,White,HS-grad,Self-emp-not-inc,Craft-repair,<=50K
Male,54,Black,HS-grad,Private,Craft-repair,>50K
Male,61,White,HS-grad,Self-emp-not-inc,Sales,<=50K
Male,45,White,Prof-school,Self-emp-not-inc,Prof-specialty,>50K
Female,29,White,Bachelors,Private,Adm-clerical,<=50K
Female,74,White,HS-grad,Private,Handlers-cleaners,<=50K
Female,61,White,HS-grad,Local-gov,Prof-specialty,<=50K
Male,27,White,Some-college,Private,Sales,<=50K
Male,53,White,Bachelors,Federal-gov,Prof-specialty,>50K
Male,57,Asian-Pac-Islander,HS-grad,Self-emp-not-inc,Farming-fishing,<=50K
Male,41,White,Some-college,Private,Craft-repair,<=50K
Male,45,White,Bachelors,Private,Prof-specialty,<=50K
Male,43,White,HS-grad,Private,Sales,<=50K
Male,29,Asian-Pac-Islander,HS-grad,Private,Other-service,<=50K
Female,41,White,Bachelors,Private,Exec-managerial,<=50K
Female,50,White,HS-grad,Private,Machine-op-inspct,<=50K
Male,52,White,HS-grad,Private,Sales,>50K
Male,18,White,HS-grad,Self-emp-inc,Transport-moving,<=50K
Male,57,White,HS-grad,Private,Craft-repair,<=50K
Male,63,White,Some-college,State-gov,Adm-clerical,<=50K
Male,29,White,HS-grad,Private,Adm-clerical,<=50K
Male,32,White,Bachelors,Self-emp-not-inc,Prof-specialty,>50K
Male,34,White,HS-grad,Private,Machine-op-inspct,>50K
Female,43,White,HS-grad,Private,Adm-clerical,<=50K
Male,39,White,Some-college,Private,Machine-op-inspct,>50K
Male,28,White,HS-grad,Private,Machine-op-inspct,<=50K
Female,32,White,Bachelors,Private,Adm-clerical,<=50K
Male,28,White,Prof-school,State-gov,Prof-specialty,<=50K
Male,40,White,Some-college,Private,Machine-op-inspct,>50K
Male,25,White,Bachelors,Private,Tech-support,>50K
Male,54,White,Masters,Local-gov,Prof-specialty,>50K
Male,48,White,Bachelors,Self-emp-inc,Farming-fishing,>50K
Female,51,White,Some-college,Private,Exec-managerial,<=50K
Male,67,White,7th-8th,State-gov,Transport-moving,<=50K
Female,17,White,10th,Private,Sales,<=50K
Male,24,White,Some-college,State-gov,Other-service,<=50K
Male,25,White,HS-grad,Private,Handlers-cleaners,<=50K
Female,54,White,Some-college,Private,Other-service,<=50K
Female,32,White,HS-grad,Private,Prof-specialty,<=50K
Male,41,White,HS-grad,Federal-gov,Adm-clerical,<=50K
Female,53,White,HS-grad,Private,Other-service,<=50K
Female,45,White,Assoc-voc,Private,Prof-specialty,<=50K
Male,51,White,HS-grad,Private,Machine-op-inspct,>50K
Male,41,White,Masters,State-gov,Prof-specialty,>50K
Female,40,White,Assoc-voc,Federal-gov,Prof-specialty,>50K
Male,27,White,HS-grad,Private,Farming-fishing,<=50K
